"","Isogroup","Gene","LFC","Padj"
"6705","isogroupOFAVBQ_DN203669_c0_g1","Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Xenopus laevis OX=8355 GN=zcrb1 PE=2 SV=1 E(blastx)=7e-48",0.038021069026962,0.925602564610391
"6706","isogroupOFAVBQ_DN203670_c1_g1",NA,-0.157572390508783,0.858704353426271
"6707","isogroupOFAVBQ_DN203670_c3_g2","Mitochondrial import inner membrane translocase subunit Tim22 OS=Xenopus laevis OX=8355 GN=timm22 PE=2 SV=1 E(blastx)=4e-31",0.0980917579522979,0.880302956658229
"6708","isogroupOFAVBQ_DN203671_c6_g1","Leucine-rich repeat-containing protein 15 OS=Mus musculus OX=10090 GN=Lrrc15 PE=2 SV=1 E(blastx)=2e-08",-0.480779450922605,NA
"6709","isogroupOFAVBQ_DN203672_c3_g2","BMP-binding endothelial regulator protein OS=Mus musculus OX=10090 GN=Bmper PE=1 SV=1 E(blastx)=2e-82",0.0445261740096508,0.955118764797564
"6710","isogroupOFAVBQ_DN203674_c2_g2",NA,0.182756388215556,0.66428468569415
"6711","isogroupOFAVBQ_DN203675_c5_g1","Vitrin OS=Mus musculus OX=10090 GN=Vit PE=1 SV=2 E(blastx)=2e-07",-0.598925813824276,NA
"6712","isogroupOFAVBQ_DN203676_c0_g2","B-cell CLL/lymphoma 6 member B protein OS=Mus musculus OX=10090 GN=Bcl6b PE=1 SV=1 E(blastx)=6e-06",0.271777864652323,NA
"6713","isogroupOFAVBQ_DN203676_c0_g3","B-cell CLL/lymphoma 6 member B protein OS=Homo sapiens OX=9606 GN=BCL6B PE=2 SV=2 E(blastx)=1e-05",0.026089713672487,0.985001863274301
"6714","isogroupOFAVBQ_DN203678_c0_g4","Protein Wnt-7b OS=Homo sapiens OX=9606 GN=WNT7B PE=1 SV=2 E(blastx)=2e-68",-0.0860427022158899,0.835566198236538
"6715","isogroupOFAVBQ_DN203680_c0_g1","Major facilitator superfamily domain-containing protein 4A OS=Mus musculus OX=10090 GN=Mfsd4a PE=2 SV=2 E(blastx)=2e-70",0.486048251942357,NA
"6716","isogroupOFAVBQ_DN203682_c6_g1","Protein SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=2 E(blastx)=7e-102",-1.03841700300665,0.098433112297742
"6717","isogroupOFAVBQ_DN203683_c3_g2",NA,0.404644909027814,0.387543268406499
"6718","isogroupOFAVBQ_DN203684_c5_g1",NA,-0.162858858149137,0.731927263963103
"6719","isogroupOFAVBQ_DN203686_c0_g1","UDP-glucuronosyltransferase 2A1 OS=Mus musculus OX=10090 GN=Ugt2a1 PE=2 SV=1 E(blastx)=8e-54",0.303997429918805,0.589303875469748
"6720","isogroupOFAVBQ_DN203688_c6_g1","Major facilitator superfamily domain-containing protein 6 OS=Mus musculus OX=10090 GN=Mfsd6 PE=1 SV=1 E(blastx)=4e-68",-0.174319137900426,0.747241226839107
"6721","isogroupOFAVBQ_DN203690_c2_g3",NA,-0.766037959410752,NA
"6722","isogroupOFAVBQ_DN203690_c2_g7","V-type proton ATPase 16 kDa proteolipid subunit OS=Rattus norvegicus OX=10116 GN=Atp6v0c PE=1 SV=1 E(blastx)=1e-66",-0.135788076589111,0.417956542493786
"6723","isogroupOFAVBQ_DN203691_c3_g1","Membrane progestin receptor delta OS=Homo sapiens OX=9606 GN=PAQR6 PE=1 SV=2 E(blastx)=5e-36",0.235577235395037,0.573095482167567
"6724","isogroupOFAVBQ_DN203693_c4_g1","Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens OX=9606 GN=EIF4E2 PE=1 SV=1 E(blastx)=8e-103",-0.0686910897178158,0.890434870511427
"6725","isogroupOFAVBQ_DN203694_c1_g1","Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2 E(blastx)=4e-82",-0.327580347914778,0.287329132905194
"6726","isogroupOFAVBQ_DN203694_c1_g2","Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2 E(blastx)=6e-34",0.0599313899813992,0.967137140334825
"6727","isogroupOFAVBQ_DN203694_c2_g2","Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2 E(blastx)=7e-96",0.0218284672055956,0.973220944113433
"6728","isogroupOFAVBQ_DN203694_c2_g5",NA,-0.245939623176738,NA
"6729","isogroupOFAVBQ_DN203697_c5_g1","Transmembrane protein 26 OS=Homo sapiens OX=9606 GN=TMEM26 PE=1 SV=1 E(blastx)=3e-32",0.0496428306665685,NA
"6730","isogroupOFAVBQ_DN203698_c1_g1",NA,0.444733057272121,0.450246213725112
"6731","isogroupOFAVBQ_DN203700_c2_g1","DNA damage-regulated autophagy modulator protein 2 OS=Mus musculus OX=10090 GN=Dram2 PE=2 SV=1 E(blastx)=9e-19",0.184315445182691,0.819627318892216
"6732","isogroupOFAVBQ_DN203701_c3_g1","Uroporphyrinogen decarboxylase (Fragment) OS=Rattus norvegicus OX=10116 GN=Urod PE=1 SV=1 E(blastx)=1e-06",-0.0571914315897445,NA
"6733","isogroupOFAVBQ_DN203702_c4_g6",NA,0.316512055222866,0.677972603456103
"6734","isogroupOFAVBQ_DN203704_c4_g1","D(2) dopamine receptor A OS=Xenopus laevis OX=8355 GN=drd2-a PE=2 SV=1 E(blastx)=1e-17",-0.0955589824121925,0.926999892909766
"6735","isogroupOFAVBQ_DN203705_c1_g1",NA,-0.120593979534415,0.791765279652709
"6736","isogroupOFAVBQ_DN203706_c12_g1",NA,-1.03119732652702,NA
"6737","isogroupOFAVBQ_DN203706_c12_g2",NA,-0.470348739896381,NA
"6738","isogroupOFAVBQ_DN203707_c0_g1","Kyphoscoliosis peptidase OS=Mus musculus OX=10090 GN=Ky PE=1 SV=1 E(blastx)=2e-30",-0.120976185159515,0.713794018493887
"6739","isogroupOFAVBQ_DN203709_c0_g1","Methionine-R-sulfoxide reductase B1 OS=Pongo abelii OX=9601 GN=MSRB1 PE=3 SV=2 E(blastx)=5e-41",-0.0931791483210929,0.864817034260947
"6740","isogroupOFAVBQ_DN203710_c0_g1","Fanconi anemia core complex-associated protein 24 OS=Mus musculus OX=10090 GN=Faap24 PE=2 SV=1 E(blastx)=6e-40",0.097107202008916,NA
"6741","isogroupOFAVBQ_DN203711_c5_g3",NA,0.348500675091061,0.649316679206724
"6742","isogroupOFAVBQ_DN203713_c0_g1","CTD small phosphatase-like protein 2 OS=Mus musculus OX=10090 GN=Ctdspl2 PE=1 SV=1 E(blastx)=4e-115",-0.218916712398312,0.343685784598381
"6743","isogroupOFAVBQ_DN203716_c5_g1",NA,0.257345597902382,0.551972237240902
"6744","isogroupOFAVBQ_DN203717_c1_g1",NA,0.281503146002532,0.494563344345155
"6745","isogroupOFAVBQ_DN203718_c1_g1",NA,-0.188595221628601,0.713318611736956
"6746","isogroupOFAVBQ_DN203724_c2_g1",NA,0.189679177201631,0.818524898893094
"6747","isogroupOFAVBQ_DN203724_c3_g1",NA,0.0454585406935192,0.967186095391144
"6748","isogroupOFAVBQ_DN203724_c5_g2","Proton-coupled folate transporter OS=Danio rerio OX=7955 GN=slc46a1 PE=2 SV=1 E(blastx)=1e-35",-0.0444340813177201,0.932203342520596
"6749","isogroupOFAVBQ_DN203727_c0_g1","Trace amine-associated receptor 8b OS=Rattus norvegicus OX=10116 GN=Taar8b PE=3 SV=1 E(blastx)=1e-09",-0.19930095564831,0.841463496832792
"6750","isogroupOFAVBQ_DN203729_c0_g1",NA,0.306789651993836,0.517530077635543
"6751","isogroupOFAVBQ_DN203731_c0_g1",NA,-0.789524104440299,NA
"6752","isogroupOFAVBQ_DN203736_c4_g1",NA,0.812732714132652,0.0110667034913012
"6753","isogroupOFAVBQ_DN203742_c8_g3",NA,0.0343350663302721,0.979716477542011
"6754","isogroupOFAVBQ_DN203743_c0_g1","Cryptochrome-1 OS=Homo sapiens OX=9606 GN=CRY1 PE=1 SV=1 E(blastx)=9e-155",0.462254266162906,NA
"6755","isogroupOFAVBQ_DN203744_c2_g1","LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2 E(blastx)=5e-17",-0.0533116033020236,0.966258735612688
"6756","isogroupOFAVBQ_DN203744_c2_g2",NA,0.0510455462735016,NA
"6757","isogroupOFAVBQ_DN203747_c2_g1",NA,0.278043331379591,0.474559877829311
"6758","isogroupOFAVBQ_DN203749_c7_g2","Melatonin receptor type 1A OS=Ovis aries OX=9940 GN=MTNR1A PE=2 SV=1 E(blastx)=8e-09",-0.0906267341539513,0.89178656667686
"6759","isogroupOFAVBQ_DN203750_c1_g1",NA,-0.259171103391443,NA
"6760","isogroupOFAVBQ_DN203752_c3_g1","Putative deoxyribonuclease TATDN2 OS=Homo sapiens OX=9606 GN=TATDN2 PE=1 SV=2 E(blastx)=9e-83",0.18195305517535,NA
"6761","isogroupOFAVBQ_DN203753_c0_g2",NA,-0.0774425653458095,0.909936766290185
"6762","isogroupOFAVBQ_DN203754_c0_g1","ADP-ribosylation factor-like protein 15 OS=Homo sapiens OX=9606 GN=ARL15 PE=1 SV=1 E(blastx)=4e-33",0.0213124046309912,0.966348425647138
"6763","isogroupOFAVBQ_DN203755_c9_g1","E3 ubiquitin-protein ligase RNF14 OS=Homo sapiens OX=9606 GN=RNF14 PE=1 SV=1 E(blastx)=2e-09",0.44763560933856,0.369128592290544
"6764","isogroupOFAVBQ_DN203757_c0_g1",NA,0.306455510467339,0.390331456213293
"6765","isogroupOFAVBQ_DN203758_c0_g1","Protein brambleberry OS=Danio rerio OX=7955 GN=bmb PE=2 SV=1 E(blastx)=3e-07",-0.0731264058272419,0.91682574447878
"6766","isogroupOFAVBQ_DN203758_c1_g1","LON peptidase N-terminal domain and RING finger protein 2 OS=Homo sapiens OX=9606 GN=LONRF2 PE=2 SV=3 E(blastx)=2e-84",0.888464664740015,0.000125652814962178
"6767","isogroupOFAVBQ_DN203759_c5_g2","Probable G-protein coupled receptor CG31760 OS=Drosophila melanogaster OX=7227 GN=CG31760 PE=1 SV=3 E(blastx)=1e-66",-0.00228943266315917,0.998783947192302
"6768","isogroupOFAVBQ_DN203760_c0_g4",NA,-0.230001737581725,0.680519182774519
"6769","isogroupOFAVBQ_DN203762_c1_g1",NA,0.560048463852897,0.51778343300024
"6770","isogroupOFAVBQ_DN203762_c1_g2",NA,0.571013007127398,NA
"6771","isogroupOFAVBQ_DN203764_c7_g1",NA,0.118934365426889,0.876706045924915
"6772","isogroupOFAVBQ_DN203766_c7_g1",NA,-0.363410046586955,0.656160351585568
"6773","isogroupOFAVBQ_DN203768_c7_g1",NA,0.0873545770843213,0.942321011731247
"6774","isogroupOFAVBQ_DN203768_c8_g1",NA,-0.0111973372817895,0.992636866753036
"6775","isogroupOFAVBQ_DN203768_c9_g2",NA,-0.240482425440546,0.541744118321197
"6776","isogroupOFAVBQ_DN203769_c0_g1",NA,0.0488327174380814,0.91751151782631
"6777","isogroupOFAVBQ_DN203771_c3_g1","Transmembrane protease serine 6 OS=Mus musculus OX=10090 GN=Tmprss6 PE=1 SV=4 E(blastx)=1e-39",0.0239857255039795,0.960302551282796
"6778","isogroupOFAVBQ_DN203772_c7_g2",NA,0.0440403493139809,0.948082240217884
"6779","isogroupOFAVBQ_DN203774_c7_g1","Ubiquitin-60S ribosomal protein L40 OS=Drosophila melanogaster OX=7227 GN=RpL40 PE=1 SV=2 E(blastx)=8e-89",-0.511641984520813,0.126116598242845
"6780","isogroupOFAVBQ_DN203774_c8_g4","Polyubiquitin (Fragment) OS=Strongylocentrotus purpuratus OX=7668 PE=2 SV=2 E(blastx)=1e-60",-0.759015556268466,0.505451551046005
"6781","isogroupOFAVBQ_DN203775_c0_g1","Contactin-associated protein like 5-3 OS=Mus musculus OX=10090 GN=Cntnap5c PE=2 SV=1 E(blastx)=6e-14",-0.0705987007346665,0.84030606737469
"6782","isogroupOFAVBQ_DN203776_c22_g1",NA,0.000551262191911216,0.999549028114016
"6783","isogroupOFAVBQ_DN203777_c2_g1","Arylsulfatase B OS=Felis catus OX=9685 GN=ARSB PE=2 SV=1 E(blastx)=1e-20",0.258039115849445,NA
"6784","isogroupOFAVBQ_DN203777_c2_g3","Arylsulfatase B OS=Rattus norvegicus OX=10116 GN=Arsb PE=2 SV=2 E(blastx)=1e-144",0.363638667434756,0.259531205588549
"6785","isogroupOFAVBQ_DN203778_c0_g1",NA,-0.112549856995626,0.892212915805363
"6786","isogroupOFAVBQ_DN203779_c1_g2","R-spondin-3 OS=Danio rerio OX=7955 GN=rspo3 PE=2 SV=2 E(blastx)=4e-07",-0.305168264415036,0.227695152539658
"6787","isogroupOFAVBQ_DN203781_c6_g1","Tyrosine-protein kinase ITK/TSK OS=Homo sapiens OX=9606 GN=ITK PE=1 SV=1 E(blastx)=1e-31",-0.0914282245528205,0.878652450790774
"6788","isogroupOFAVBQ_DN203782_c6_g2","High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A OS=Rattus norvegicus OX=10116 GN=Pde9a PE=1 SV=1 E(blastx)=8e-133",-0.163434151970603,0.38566070917718
"6789","isogroupOFAVBQ_DN203783_c0_g2","PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2 E(blastx)=2e-12",0.0896476449027097,0.807615431019504
"6790","isogroupOFAVBQ_DN203784_c0_g1",NA,-0.652737841549039,NA
"6791","isogroupOFAVBQ_DN203784_c3_g2",NA,-0.368829156843786,0.260708364510961
"6792","isogroupOFAVBQ_DN203784_c3_g5",NA,0.200903722019653,NA
"6793","isogroupOFAVBQ_DN203785_c0_g1",NA,0.577347323149014,NA
"6794","isogroupOFAVBQ_DN203786_c6_g1",NA,-0.235650344709011,0.740393747446517
"6795","isogroupOFAVBQ_DN203787_c4_g1","Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2 E(blastx)=2e-33",-0.0779492477135908,0.850281663887444
"6796","isogroupOFAVBQ_DN203788_c1_g2",NA,-0.195802035880231,0.845863349290706
"6797","isogroupOFAVBQ_DN203790_c7_g1",NA,0.194469726681563,0.76993566121513
"6798","isogroupOFAVBQ_DN203793_c5_g1",NA,-0.133246352299418,NA
"6799","isogroupOFAVBQ_DN203798_c3_g1",NA,0.458724994640147,0.251421889760448
"6800","isogroupOFAVBQ_DN203799_c8_g1",NA,0.0661168522892897,0.954138709108574
"6801","isogroupOFAVBQ_DN203799_c9_g3",NA,0.381339066999663,NA
"6802","isogroupOFAVBQ_DN203800_c5_g1",NA,0.0567186885627312,0.95552923425737
"6803","isogroupOFAVBQ_DN203800_c5_g3",NA,0.578170611809812,0.416052022100339
"6804","isogroupOFAVBQ_DN203801_c2_g1","Neuropeptide SIFamide receptor OS=Drosophila melanogaster OX=7227 GN=SIFaR PE=2 SV=2 E(blastx)=2e-17",-0.0149627327566079,0.986059226063784
"6805","isogroupOFAVBQ_DN203803_c2_g3","Solute carrier family 35 member B1 OS=Danio rerio OX=7955 GN=slc35b1 PE=2 SV=1 E(blastx)=4e-108",-0.118045150863136,0.649962246510295
"6806","isogroupOFAVBQ_DN203805_c2_g2",NA,-0.351698400689926,0.569974026039375
"6807","isogroupOFAVBQ_DN203809_c0_g1",NA,0.675687459792265,0.0943114448361652
"6808","isogroupOFAVBQ_DN203809_c0_g2","Synaptotagmin-6 OS=Homo sapiens OX=9606 GN=SYT6 PE=1 SV=3 E(blastx)=9e-19",0.22923861074473,0.405830344810062
"6809","isogroupOFAVBQ_DN203810_c0_g1","Solute carrier family 22 member 15 OS=Homo sapiens OX=9606 GN=SLC22A15 PE=2 SV=1 E(blastx)=1e-55",-0.798151687455155,NA
"6810","isogroupOFAVBQ_DN203811_c10_g1",NA,-0.298942125645935,NA
"6811","isogroupOFAVBQ_DN203814_c1_g2","Protein MB21D2 OS=Homo sapiens OX=9606 GN=MB21D2 PE=1 SV=3 E(blastx)=3e-15",-0.314985405269841,0.58602163003118
"6812","isogroupOFAVBQ_DN203817_c0_g1",NA,-0.615568477429956,NA
"6813","isogroupOFAVBQ_DN203817_c1_g2","Glycoprotein 3-alpha-L-fucosyltransferase A OS=Drosophila melanogaster OX=7227 GN=FucTA PE=2 SV=2 E(blastx)=1e-40",-0.492639685266801,0.524761605060655
"6814","isogroupOFAVBQ_DN203819_c5_g1",NA,-0.354028091022408,0.382366018417397
"6815","isogroupOFAVBQ_DN203819_c7_g1",NA,-0.0790022078149935,0.925156278246042
"6816","isogroupOFAVBQ_DN203820_c2_g1","Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus OX=10090 GN=Hs3st3b1 PE=2 SV=2 E(blastx)=2e-86",0.226769210187372,0.423425542204094
"6817","isogroupOFAVBQ_DN203823_c3_g2","Bacterial dynamin-like protein OS=Nostoc punctiforme (strain ATCC 29133 / PCC 73102) OX=63737 GN=Npun_R6513 PE=1 SV=1 E(blastx)=8e-14",0.944976190291186,NA
"6818","isogroupOFAVBQ_DN203824_c0_g1","RUS family member 1 OS=Dictyostelium discoideum OX=44689 GN=rusf1 PE=3 SV=1 E(blastx)=7e-27",-0.117315776793085,0.74796169742661
"6819","isogroupOFAVBQ_DN203825_c3_g1",NA,0.232228575275521,0.784819524346252
"6820","isogroupOFAVBQ_DN203826_c0_g1","CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=TRNT1 PE=1 SV=2 E(blastx)=4e-115",-0.223791349334571,0.41069267496764
"6821","isogroupOFAVBQ_DN203827_c3_g1",NA,-0.416463502164767,0.677575695517049
"6822","isogroupOFAVBQ_DN203827_c5_g2","Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Bos taurus OX=9913 GN=CAMK2D PE=2 SV=1 E(blastx)=4e-35",-0.128546225179698,0.729856775225432
"6823","isogroupOFAVBQ_DN203829_c0_g2",NA,0.27762588038345,0.453517794866975
"6824","isogroupOFAVBQ_DN203831_c10_g1","E3 ubiquitin-protein ligase MIB2 OS=Gallus gallus OX=9031 GN=MIB2 PE=2 SV=1 E(blastx)=3e-57",0.237682071612197,NA
"6825","isogroupOFAVBQ_DN203833_c1_g1",NA,0.266714575348124,0.339803838687084
"6826","isogroupOFAVBQ_DN203833_c2_g2",NA,-0.0858103690664235,0.829976185611027
"6827","isogroupOFAVBQ_DN203834_c1_g1","Proteasomal ubiquitin receptor ADRM1 OS=Xenopus tropicalis OX=8364 GN=adrm1 PE=2 SV=1 E(blastx)=2e-51",0.14545165231311,0.722710777933757
"6828","isogroupOFAVBQ_DN203834_c1_g2",NA,-0.372378849238102,0.529903806376183
"6829","isogroupOFAVBQ_DN203834_c1_g3","Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2 E(blastx)=1e-05",0.702708777393605,NA
"6830","isogroupOFAVBQ_DN203835_c0_g2",NA,-0.754425204030734,0.112917344266415
"6831","isogroupOFAVBQ_DN203835_c1_g1","PiggyBac transposable element-derived protein 4 OS=Homo sapiens OX=9606 GN=PGBD4 PE=2 SV=3 E(blastx)=5e-59",-1.42906007363,NA
"6832","isogroupOFAVBQ_DN203835_c1_g2",NA,1.05145013109627,0.00451233639258649
"6833","isogroupOFAVBQ_DN203835_c1_g4","N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=B4galnt4 PE=2 SV=1 E(blastx)=1e-79",0.346049225872382,NA
"6834","isogroupOFAVBQ_DN203837_c5_g3",NA,0.0448117316046314,0.967137140334825
"6835","isogroupOFAVBQ_DN203840_c6_g1",NA,0.108138646021642,0.859949307965581
"6836","isogroupOFAVBQ_DN203840_c7_g2",NA,0.488822291150274,NA
"6837","isogroupOFAVBQ_DN203841_c0_g2",NA,0.273157726032907,0.809642919097057
"6838","isogroupOFAVBQ_DN203842_c1_g1",NA,-0.205646879890996,0.828177754349187
"6839","isogroupOFAVBQ_DN203842_c4_g1",NA,-0.446924155232255,0.498030331130532
"6840","isogroupOFAVBQ_DN203842_c4_g2",NA,0.180555223115883,0.882696754360111
"6841","isogroupOFAVBQ_DN203845_c0_g1","Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1 E(blastx)=2e-97",0.0740384522226079,0.81264131264105
"6842","isogroupOFAVBQ_DN203845_c0_g2",NA,-1.2288924715518,0.0446620227458048
"6843","isogroupOFAVBQ_DN203849_c1_g1","Scavenger receptor cysteine-rich domain superfamily protein OS=Patiria pectinifera OX=7594 GN=SRCR1 PE=1 SV=1 E(blastx)=2e-13",-0.881829713209273,NA
"6844","isogroupOFAVBQ_DN203849_c1_g2","Scavenger receptor cysteine-rich domain superfamily protein OS=Patiria pectinifera OX=7594 GN=SRCR1 PE=1 SV=1 E(blastx)=7e-17",0.216714970825968,NA
"6845","isogroupOFAVBQ_DN203850_c2_g1",NA,0.327166152803007,0.524353963189114
"6846","isogroupOFAVBQ_DN203850_c4_g1","Acidic skeletal organic matrix protein OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=1e-71",1.56386340497799,0.134324915561824
"6847","isogroupOFAVBQ_DN203851_c3_g1","Trafficking protein particle complex subunit 1 OS=Rattus norvegicus OX=10116 GN=Trappc1 PE=2 SV=1 E(blastx)=8e-34",-0.32128065454305,0.180224668179913
"6848","isogroupOFAVBQ_DN203852_c0_g1","Probable peptidyl-tRNA hydrolase 2 OS=Caenorhabditis elegans OX=6239 GN=C24G6.8 PE=3 SV=1 E(blastx)=1e-24",-0.0298641061883874,0.934262089014991
"6849","isogroupOFAVBQ_DN203853_c1_g3",NA,0.348109287332318,0.569041675656809
"6850","isogroupOFAVBQ_DN203854_c4_g1",NA,-0.167268737633301,0.890434870511427
"6851","isogroupOFAVBQ_DN203855_c0_g2","F-box protein At5g06550 OS=Arabidopsis thaliana OX=3702 GN=At5g06550 PE=2 SV=1 E(blastx)=6e-08",0.905121376663477,0.280575138818047
"6852","isogroupOFAVBQ_DN203856_c0_g1","Coiled-coil domain-containing protein 146 OS=Rattus norvegicus OX=10116 GN=Ccdc146 PE=1 SV=1 E(blastx)=1e-10",-0.139475953100051,0.612643561440742
"6853","isogroupOFAVBQ_DN203859_c0_g1","Hemicentin-2 OS=Homo sapiens OX=9606 GN=HMCN2 PE=2 SV=3 E(blastx)=1e-28",0.30441161845198,0.750998161502041
"6854","isogroupOFAVBQ_DN203860_c1_g1","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ndufs2 PE=1 SV=1 E(blastx)=2e-33",0.067186159997383,0.898602753074129
"6855","isogroupOFAVBQ_DN203864_c0_g1","ATP-dependent RNA helicase DDX19A OS=Homo sapiens OX=9606 GN=DDX19A PE=1 SV=1 E(blastx)=2e-68",-0.209729426706154,0.750736394888013
"6856","isogroupOFAVBQ_DN203865_c5_g3",NA,0.15705522909713,0.883200470857253
"6857","isogroupOFAVBQ_DN203872_c0_g1",NA,0.545029347526335,0.0136531815568198
"6858","isogroupOFAVBQ_DN203873_c4_g3",NA,0.853661143919123,0.244503784896596
"6859","isogroupOFAVBQ_DN203874_c2_g5",NA,0.291419661050673,NA
"6860","isogroupOFAVBQ_DN203875_c2_g1","Alanyl-tRNA editing protein Aarsd1 OS=Danio rerio OX=7955 GN=aarsd1 PE=2 SV=1 E(blastx)=8e-124",0.239554358167262,0.0509951426306957
"6861","isogroupOFAVBQ_DN203877_c11_g1","Testicular haploid expressed gene protein-like OS=Mus musculus OX=10090 GN=Thegl PE=2 SV=1 E(blastx)=2e-38",0.231284172749872,0.823524977431754
"6862","isogroupOFAVBQ_DN203878_c7_g1",NA,0.140198511188986,0.582114697883953
"6863","isogroupOFAVBQ_DN203878_c7_g3",NA,-0.142585458820085,NA
"6864","isogroupOFAVBQ_DN203881_c1_g1",NA,0.24320664068255,0.703612619772952
"6865","isogroupOFAVBQ_DN203882_c0_g1",NA,-0.239377792125092,0.747643636992221
"6866","isogroupOFAVBQ_DN203883_c0_g1",NA,-0.107147118731265,NA
"6867","isogroupOFAVBQ_DN203884_c1_g1",NA,0.321681354475141,NA
"6868","isogroupOFAVBQ_DN203884_c6_g1",NA,-0.249528795373414,0.735248897212927
"6869","isogroupOFAVBQ_DN203885_c3_g1","LIM domain only protein 3 OS=Danio rerio OX=7955 GN=lmo3 PE=2 SV=1 E(blastx)=2e-49",-0.61653591207006,0.215896628407014
"6870","isogroupOFAVBQ_DN203885_c5_g3",NA,0.64069921079914,NA
"6871","isogroupOFAVBQ_DN203887_c3_g1","Betaine--homocysteine S-methyltransferase 1 OS=Bos taurus OX=9913 GN=BHMT PE=2 SV=1 E(blastx)=5e-146",0.14127530781035,0.709891358584941
"6872","isogroupOFAVBQ_DN203888_c4_g1",NA,-0.00506899287272963,0.998565142965489
"6873","isogroupOFAVBQ_DN203888_c4_g2",NA,-0.125563550421716,NA
"6874","isogroupOFAVBQ_DN203889_c0_g4",NA,0.0991924291878845,0.857101425792484
"6875","isogroupOFAVBQ_DN203890_c4_g1","P2X purinoceptor 7 OS=Homo sapiens OX=9606 GN=P2RX7 PE=1 SV=4 E(blastx)=2e-12",0.258227217768255,0.19730244920793
"6876","isogroupOFAVBQ_DN203891_c1_g1","Cytochrome b5 domain-containing protein 1 OS=Danio rerio OX=7955 GN=cyb5d1 PE=2 SV=1 E(blastx)=2e-72",-0.610482940714486,0.386272983264196
"6877","isogroupOFAVBQ_DN203891_c2_g3","Tetratricopeptide repeat protein 17 OS=Homo sapiens OX=9606 GN=TTC17 PE=1 SV=1 E(blastx)=8e-13",0.0101865314911771,0.983261718589644
"6878","isogroupOFAVBQ_DN203893_c0_g2",NA,0.930048659514351,0.184339889951679
"6879","isogroupOFAVBQ_DN203894_c0_g1","Polyadenylate-binding protein 2-B OS=Xenopus laevis OX=8355 GN=pabpn1-b PE=2 SV=1 E(blastx)=7e-35",0.205911834201254,0.241591678267743
"6880","isogroupOFAVBQ_DN203894_c0_g2",NA,0.748873265683026,NA
"6881","isogroupOFAVBQ_DN203896_c3_g1",NA,0.228967577702653,0.474398180136075
"6882","isogroupOFAVBQ_DN203898_c3_g1",NA,0.305185658726592,NA
"6883","isogroupOFAVBQ_DN203899_c1_g1",NA,0.16953382288437,0.751054516858052
"6884","isogroupOFAVBQ_DN203899_c1_g2",NA,-0.0848163681908721,0.84408069083728
"6885","isogroupOFAVBQ_DN203900_c3_g1","EEF1A lysine methyltransferase 3 OS=Mus musculus OX=10090 GN=eef1akmt3 PE=3 SV=1 E(blastx)=8e-19",0.243926763790204,0.480906127785511
"6886","isogroupOFAVBQ_DN203901_c6_g1",NA,-0.200590286175506,0.781550968589246
"6887","isogroupOFAVBQ_DN203903_c0_g1",NA,-0.0577230772862705,0.936688130585455
"6888","isogroupOFAVBQ_DN203907_c2_g1",NA,0.993952052150578,0.485900681678578
"6889","isogroupOFAVBQ_DN203907_c4_g1",NA,0.448010681528624,NA
"6890","isogroupOFAVBQ_DN203913_c5_g4",NA,-0.0464417911633581,0.972819651098283
"6891","isogroupOFAVBQ_DN203914_c2_g1",NA,0.156883614243217,0.836922185613174
"6892","isogroupOFAVBQ_DN203914_c2_g2",NA,0.313688484162177,0.518389333849593
"6893","isogroupOFAVBQ_DN203915_c2_g1",NA,0.403929341914167,0.355631245733004
"6894","isogroupOFAVBQ_DN203917_c0_g1",NA,0.361255129639822,0.595904934976
"6895","isogroupOFAVBQ_DN203917_c2_g1",NA,-0.303929481713566,0.764702332107908
"6896","isogroupOFAVBQ_DN203917_c2_g2",NA,-0.0992523314337312,0.920721550900725
"6897","isogroupOFAVBQ_DN203917_c3_g5",NA,0.495903070731475,NA
